اسم المدير,رقم الجوال
صالون احمد للحلاقة,970569449919
صالون الشرق للحلاقه ومواد التجميل,970526728856
صالون خالد للتجميل,970569311849
صالون دنيا الجمال,970505976297
صالون فلسطين,970598753785
صالون كتانه للحلاقه والاكسسوارات,970595405144
كراج البيطار لتجليس ودهان السيارات,970592357481
لحن الخلود,970599876384
محددة الاسراء,970594402999
محددة الشعراوية,970599436851
محددة حسام,970599649835
محطة عمان الكبرى للسيارات,970569323200
محل I Two للاتصالات,970569559783
محل أبو الفهد للأدوات المستعملة,970599339573
محل أبو المجد للاعلاف,970569410060
محل أحمد علان للأجهزة الخلوية,970597453119
محل ابو العلاء للبراويز,970595136539
محل ابو تمام لبيع المواد الغذائيه,970592453606
محل ابو زهري للادوات الصحية,970568477592
محل ابوتقيوي للمواد الغذائية,970568181239
محل احمد اشتيوي للملابس,970598492333
محل احمد طنبوز لبناشر السيارات,970592368716
محل احمد للخضار,970597313939
محل اسلام للمستعمل,970599474595
محل اسيل للادوات المنزليه,970522220324
محل اكتابا لبيع الادوات المستعملة ,970568117664
محل البدر للادوات الصحية,970599897865
محل الجيوسي للادوات المستعملة,970597061263
محل الحاج طالب للمواد الغذائيه,970597879970
محل الخضر للالبسه الجاهزه,970599723843
محل الصباح للادوات الكهربائية المستعملة,970569526924
محل الضميري للخضار والفواكه,97059811070
محل الطقز للأدوات الكهربائية المستعملة,970597084033
محل العطار للادوات المستعملة,970568700499
محل المجدوب للقرميد والخشب,970599995213
محل المهداوي للملابس,970598493007
محل النور للمواد الغذائية,970502848191
محل الوردة للاجهزة المستعملة,970522215196
محل الياسين للادوات الكهربائية المستعملة,970592752290
محل اليزن للاطعمه والفواكه,970598508703
محل اون لاين,970568639988
محل اياد مرعي للملابس,970595052561
محل باسم للخضار,970598178774
محل برية للاثاث المستعمل,970595463945
محل بكر للمواد الغذائية,970597999183
محل بيت ليد للادوات الصحيه,970568551096
محل توفيق للخضار والفواكه,970569533237
محل جمال للأدوات الكهربائية المستعملة,970599473027
محل جهاد للملابس الجاهزة,970569873402
محل حمودة لتجارة التمور,970599338396
محل رائد للادوات الكهربائية,970503677210
محل ربيع للادوات المستعمله,970595487909
محل رجب للمواد الغذائية,970522610987
محل رشيد كنعان للادوات المنزلية,970595757899
محل رفعت للادوات المستعملة,970592142975
محل شادي لكهرباء السيارات,970569599603
محل شلبي لكهرباء السيارات,970522376743
محل صادق للمواد الغذائية,970597584429
محل عباس لبيع الادوات المستعملة,970598527540
محل عبد الرحمن ابو جزر للاحذيه,970598020759
محل عبدالجبار للاعلاف,970522600938
محل عسراوي للخضار والفواكه,970569861353
محل علاء عمار للاعلاف,970592307362
محل علوشه للمواد الغذائية,970568160514
محل غزل للاتصالات,970599595433
محل كامل لبيع البلفونات,970568239652
محل محمد ابو لبده للاتصالات,970598213209
محل محمد صابر للمواد التموينيه,970597420415
محل محمد عثمان للمواد الغذائية,970599849798
محل محمود مجادبه للمواد الغذائية,970599226928
محل نجيب كسبه للاثاث المستعمل,970595692846
محل نسيم للادوات المنزلية,970598625104
محل نعيم طقاطقه,970598528680
محل وائل للادوات المستعملة,970598249837
محل وائل للمواد الغذائية,970595743198
محل واحة المدخن,970598590223
محل وليد للادوات الكهربائيه المستعمله,970522556607
محل يسلم للادوات الصحية والكهربائية,970593080582
محل يونس للمواد الغذائيه,970598444607
محلات الاحلام,970595547001
محلات الخصيب للمواد الغذائيه,970522047704
محلات الدنيا للاثاث المستعمل,970522913310
محلات الرحمة لمواد البناء,970599816611
محلات الفرعوني لتنجيد وصبغ الاثاث,970598355242
محلات بدر خندقجي للادوات الصحية,970598126150
محلات جيتون علي فحماوي,970569228362
محمد للادوات الصحية والدهان,970597436165
مخبز الطابون العربي,970562562200
مخيطة الخشان,970569021619
مخيطة ضرار خليليه,970599777166
مزارع حنون للخضار,970569264437
مزارع هاني كتانه,970592858667
مزرعة احمد شريم للأغنام,970599115749
مزرعة احمد ضميري للخضار,970598770371
مزرعة اغنام اسامه,9705988162863
مزرعة اياد للدواجن,970597497304
مزرعة باسل للخضار المحمي,970568562203
مزرعة بهاء للخضار المحمي,970569372955
مزرعة جميل للمحميات,970592335741
مزرعة خالد للخضار المحمي,970598921221
مزرعة رأفت لتربية الدواجن,970597333192
مزرعة عايد للدفيئات,970598531393
مزرعة عبد الحكيم للاغنام,970527395290
مزرعة عقاد للأغنام,970568636260
مزرعة عمار عساروه للخضار,970569723059
مزرعة كتاني للبيوت البلاستيكية والخضار,970592825714
مزرعة ماهر لتربية الاغنام,970599293458
مزرعة محمد خيري للخضار,97059533288
مشحمة احمد عاليه لغسيل السيارات,970599931344
مشروع باسل للزعتر,970593889169
مشغل العطار,970522865749
مشغل حلويات النصر,970599940461
مشغل عطار للخياطه,970569639355
مطعم Mr. Toast,970599934889
مطعم ابو صياح,970598752964
مغسلة أبو شنب,970597422057
مغسلة الأصدقاء,970599375632
مغسلة زيتا الشعراوية,970569579931
مكتب زياد خصيب للمقاولات,970525020245
ملحمة الرضا,970598293634
ملحمة القرعاوي,970522552534
ملحمة النزلة الغريبه,970597388726
ميني ماركت البهاء,970595248741
ميني ماركت النعيم,970599826593
ميني ماركت عمارنه,970569057093
ميني ماركت مصطفى,970569104607
نثريات وكوزمتكس عبد الله,970568332587
نوفوتيه حسام,970597411672
محل غسان كتانه للاعلاف,972522613545
محل فاتح للالمنيوم,972599583411
محل فادي للألمنيوم,972592296529
محل فادي هرشه للمفروشات,972568623879
محل فرج الله للخضار والفواكه,972597175503
محل فضل للادوات الكهربائية,972569266770
محل قاسم للخضار والفواكه,972597945589
محل قاشان للاعمال الفنية,972593012334
محل قصي للتمديدات الكهربائية,972597516415
محل كاسترو للملابس,972597200040
محل كايد غنايم لقطع السيارات المستعملة,972597574665
محل كتانة لمواد البناء والدهان,972599436595
محل كتانه لبيع لوازم البلفونات والاكسسوارات,972598072034
محل كتانه للاعلاف,972598528602
محل كتانه للاعلاف,972566260280
محل كسرى للاجهزه الخلويه,972598568878
محل لافي للادوات المستعملة,972599151900
محل ماهر عساف للادوات الكهربائية,972598207393
محل مجادبه للاثاث المستعمل,972598240714
محل مجدي ابوشيخه للدهانات ومواد البناء,972599757594
محل محمد العلي للالمنيوم,972599363299
محل محمد خطاب لقطع البواجر والهيدروليك,972599592318
محل محمد دويكات للدوات المستعملة,972597296395
محل محمد سليمان للمواد الغذائية,972599974492
محل محمد عدنان للمواد التموينية,972598164627
محل محمد واحمد للخضار والفواكه,972596879707
محل محمود فياض للمناهل الصحية,972598048926
محل مروان للراديو والتلفزيون,972598516595
محل معتز جمعة للملابس الجاهزة,972599114254
محل معزوز للاخشاب,972592959243
محل ملك الستائر,972599335660
محل نبأ لتأجير الكراسي والطاولات,972568454977
محل نبيل للادوات المستعملة,972568910924
محل نصر للمواد التموينيه,972598237248
محل نضال العنبري لبيع الخضار و الفواكه,972597175532
محل نهر للازياء,972599757477
محل نهيد اسعد لبيع واصلاح اطارات السيارات,972507619588
محل ياسر ومفيد للمواد التموينيه,972597347489
محل ياسين للاخشاب ( الطوبار),972595056941
محل يوسف لدهان وتجليس السيارات,972597421321
محلات ابو يزن للمواد الغذائية,972598500415
محلات ابوسعده للحديد,972598157748
محلات الأخوة للتجارة العامة,97256940221
محلات الجلاد للخضار والفواكه,972598488530
محلات الحته لقطع غيار السيارات,972599757174
محلات الخليل لمواد البناء,972598504909
محلات الرائد للادوات المنزلية,972599074749
محلات السهل الاخضر للخضار والفواكه,972599825662
محلات الشوبكي للمواد التموينية,972598589000
محلات العموري لبيع قطع الشاحنات,972599495656
محلات الكرم للادوات المنزلية,972598250973
محلات المبروك للملابس الجاهزة,972597300099
محلات المجد للوازم الحدادين,972568679002
محلات النور للادوات الصحيه,972599592321
محلات جرعاني للاجهزه الكهربائيه,972568397738
محلات جعاعره للمواد الغذائية والخضار والفواكه,972506826363
محلات حكمت خطاب للهيدروليك,972591371797
محلات عتيل لمواد البناء والمواد الصحية,972597247137
محلات علار للخضار والفواكه,972522920020
محلات عناية للالعاب والادوات المنزلية,972592571502
محلات لافي للادوات المستعملة,972595668863
محلات هيثم عودة للمواد التموينية,972599326463
محلات يوسف مرعي لمواد البناء,972598255436
محمد بدوي للخضار والاطعمة,972599799529
محمد سعيد لقطع غيار البواجر,972598747819
محمص الحسن,972569830136
محمود اعمير للدهانات والديكور,972597590375
محميات ابو حفيظة لانتاج الخضار,972598178924
محميات ابو وائل لزراعة الخضار,972568319070
محميات عبد السلام للخضار,972599075469
محميات لينا لانتاج الخضار,972522889621
محميات محمد للخضار,972599396729
محميات وائل لانتاج الخضار,972599118272
مخبز الاخلاص,972598736033
مخبز البلد,972599971477
مخبز الشعلة,972598610271
مخبز حيفا,972598167273
مخبز عمر,972599074805
مخبز نور شمس الحديث,972599778672
مختبر اسيا,972599206518
مختبر الابتسامة الجميلة,972599707225
مخرطة الشعراوية,972598344673
مرعي الكتروميكانيكا,972598492868
مركز الارقم للتسوق,972592226880
مركز الاصمعي الثقافي,972599648660
مركز الدواجن لبيع اللحوم,972599373664
مركز الشحروري للحاسوب,972599888896
مركز القطنيات,972599872093
مركز سعاده للدعاية والاعلان,972599366240
مركز عالم النظارات,972597595916
مركز وصالون الجامعة,972599821635
مركزالعياط للملابس,972599585207
مزارع ابو شعيره للخضار,972598228932
مزارع ابو غالية للدواجن,972568406042
مزارع البدو للخضار,972599298859
مزارع البدوي للدواجن والخضار,972599557136
مزارع الرائد للخضار,972598254575
مزارع الرائد للخضار والفواكه,972568055136
مزارع السعيد للأغنام,972599821560
مزارع الغول لانتاج الخضار,972599734383
مزارع بركات للخضار,972599282149
مزارع خالد الزامل للخضار,972598438429
مزارع رامي للخضار,972599963800
مزارع رسلان للخضار,972595115993
مزارع شكيب للدواجن,972569166201
مزارع محمد بديع لانتاج الخضار,972592818742
مزارع محمد خالد طقاطقة للدواجن,972569726264
مزارع محمد نشأت للخضار,972597223481
مزرعة أغنام شهيد,972598305200
مزرعة ابو الرب للاغنام,972599845387
مزرعة ابو الرب للاغنام,972599890107
مزرعة ابو شنب للأغنام,972599828001
مزرعة ابو علبة للاغنام,972598317676
مزرعة احمد شحرور للاغنام,972568616137
مزرعة اشرف ضمايرة للبيوت البلاستيكية,972599587503
مزرعة اشرف للابقار,972599185237
مزرعة الاخرس لتربية الدواجن,972598164496
مزرعة الباسل للاغنام,972598589021
مزرعة البلحاوي للخضار,972598211741
مزرعة المقبل للخضار,972599974333
مزرعة المهند للاغنام,972597483110
مزرعة الياسين للخضار المحمي,972598789069
مزرعة انس للبيوت البلاستيكيه للخضار,972598207395
مزرعة بلال حفيظة للاغنام,972598496385
مزرعة توفيق للخضار و المحميات,972599116538
مزرعة جواليل للاغنام,972598846094
مزرعة حسن زايط,972568739798
مزرعة حكم عمير للأغنام,972569166733
مزرعة خالد عطا الله للخضار,972599433472
مزرعة خالد للخضار المحمي,972592323240
مزرعة خراز للأغنام,972598174149
مزرعة دعاس للدواجن,972569692148
مزرعة راني للدواجن,972568669090
مزرعة رشدي اعمير للخضار,972599270352
مزرعة زيد لانتاج الخضار,972599427685
مزرعة سامي كتانه للاغنام,972599151314
مزرعة ساهر للدفيئات الزراعيه,972597596687
مزرعة سعد حسام للخضار المحمي,972592370811
مزرعة سلام للخضار,972598503570
مزرعة سلامه اتقيوي للخضار,972599206884
مزرعة سيف الدين للأغنام,972592925107
مزرعة شادي لانتاج الخضار المحمي,972597017018
مزرعة عامر عبد الحق للخضار,972597097456
مزرعة عبود,972599378390
مزرعة عز للدواجن,972599974547
مزرعة عصاعصة لانتاج الخضار,972569974490
مزرعة عصام لتجارة الأغنام,972598939249
مزرعة علاء الدين شديد لانتاج الخضار,972599366220
مزرعة علوش للمحمي والمكشوف للخضار,972569477433
مزرعة علي كتانه للدواجن,972568987368
مزرعة عمار برقاوي لانتاج الخضار,972599795240
مزرعة غسان للخضار,972599396106
مزرعة غسان للدواجن,972595726618
مزرعة فؤاد لتجارة الاغنام,972599228374
مزرعة فاروق الحاج احمد للخضار,972599335713
مزرعة فراس للخضار,972595581506
مزرعة لؤي للابقار,972599075582
مزرعة ماهر خندقجي للاغنام,972597221705
مزرعة مجاهد للدفيئات وانتاج الخضار,972598161822
مزرعة محمد اليمني للابقار,972597260292
مزرعة محمد جابر لانتاج الخضار,972569707023
مزرعة محمد رسمي كتانه للخضار المحمي,972568409178
مزرعة محمد سعيد للاغنام,972599073407
مزرعة محمد فهمي للخضار,972569732973
مزرعة محمود حمدان للدجاج اللاحم,972599386402
مزرعة معاذ للدفيئات,972598456440
مزرعة مهدي للبيوت البلاستيكية,972599776725
مزرعة نائل حمدان لانتاج البيض,972598514701
مزرعة ناظم للخضار المحمي,972569973058
مزرعة نصر الله ابو جراد للخضار,972599390045
مزرعة نظام للخضار المحمي,972569283798
مزرعة نهاد شديد للخضار,972597129649
مزرعة نور لتربية الدجاج اللاحم,972599544009
مزرعة هيثم شلحه ,972599151057
مزرعة وسام للخضار المحمي,972595700246
مزرعة وليد لانتاج الخضار,972569742749
مزرعة يزن للخضار المحمي,972569276134
مزرعة يزيد حسين,972568791063
مستودع ابو نزار للغاز وتوزيعه,972568115588
مستودع ثائر لحفظ وتوزيع المواد الغذائية,972599235655
مستودع جميل للقرطاسية,972569059886
مستودع زيد ابراهيم للمواد التموينية,972598590588
مستودع صدام للملابس والاحذيه,972569388668
مستودع مازن للشروات العامة,972599011303
مستودع محمد لتجارة الخضار والزراعة,972592233668
مسمكة ابو المعتز,972599249762
مسمكة بروق,972599610702
مشاوي دلعب,972599338584
مشاوي عبد الناصر ابو زنط,972599473022
مشتل الخريشي للورود,972598512181
مشتل النسيم,972598416181
مشتل فلسطين للزيتون,972599456558
مشغل ابو زيد للالمنيوم,972599608633
مشغل اكرم للخياطة,972599812276
مشغل الفريد للالمنيوم,972599119481
مشغل الفهد للخياطه,972599613809
مشغل جلال شريم للخياطة,972569716620
مشغل حمادة خليل أبو عواد,972598012307
مشغل سائد للالمنيوم,972599535733
مشغل لورا للخياطة,972599222118
مشغل محمد عمار,972597299182
مشغل وسيم تكس للخياطة,972599267558
مصنع البان العائلة,972599789018
مصنع روتم للالعاب,972568703003
مصنع سلطات الايهم,972528885931
مصنع محمد حسين مخلوف لتعبئة التمور,972597667297
مطاحن بن الجهاد,972599292089
مطبخ سامر,972592798799
مطبعة القدس,972599233744
مطحنة قفين,972569921381
مطعم Lavender,972598118021
مطعم أبو نضال,972599456521
مطعم الفردوس,972568061640
مطعم النجاح,972599474587
مطعم بروست الوجبة السريعة,972569262646
مطعم بغداد,972599800824
مطعم بيت ليد الشعبي,972592777284
مطعم شبيك لبيك,972599827048
مطعم وكوفي نت ابو ثائر,972592365150
معرض أناركلي,972599185252
معرض ابو فادي للادوات المنزلية,972599590221
معرض اسامة للاجهزة الكهربائية,972568442552
معرض الشعراوية للدراجات ,972599743051
معرض الطيبي للاتصالات,972598987373
معرض الملاك,972599672458
معرض اينار لتصنيع وبيع تحف وهدايا وبراويز,972599150135
معرض بيلسان للأدوات المنزلية,972599579318
معرض دعباس للبلاستيك,972597013667
معرض طولكرم للادوات المستعملة,972599565256
معرض عصام للشنط والاكسسوارات,972597141490
معرض نور لحجر الديكور,972595619153
معمل القيسي للرخام,972599777592
معمل خليل وخالد للجبص,972599090416
مغسلة العامودي للسيارات,972568796994
مغسلة نور,972599963819
مفروشات أنس,972599320681
مفروشات النعيم,972598060575
مقهى أبي,972568228918
مقهى وبلياردو Sniper,972598847228
مكتب السفاريني للخدمات العامه,972599149240
مكتب العقارية الهندسية,972599359702
مكتب امجد الهندسي,972569999828
مكتبة اصالة,972599555876
مكتبة اقرأ,972569220140
مكتبة البازار الشعبي,972599366224
مكتبة الفادي,972506556467
مكتبة دار الحكمة,972599046664
ملحمة الشافعي,972592964060
ملحمة الطيبات,972598219908
ملحمة القطاوي,972599554149
ملحمة النقاء,972599108478
ملحمة برهم,972599927159
ملحمة جهاد,972597155450
ملحمة فادي,972598023777
مناصره  للملابس الجاهزه,972599544088
منجرة ابراهيم حاج احمد,972569120446
منجرة ابو اسامه,972595906193
منجرة ابو دية,972599251158
منجرة ابو طعمة,972568309122
منجرة ارابيسك,972598597313
منجرة اشرف الحديثة,972599837328
منجرة الشوفاني,972597314211
منجرة العلا الحديثه,972599777664
منجرة الكامل,972568624593
منجرة النور,972599780046
منجرة اليزن,972598224739
منجرة خالد الحديثه,972506715652
منجرة زيدان للاثاث,972598251496
منجرة سامر فحماوي ,972597297307
منجرة طيبة,972568678049
منجرة عبد المؤمن الديك,972569469054
منجرة علوش الهندسية,972599035150
منجرة عوده,972599120154
منجرة مراد,972569302454
منحل ومزرعة الابراهيمي,972599701816
منحلة الاخوة,972598078731
موبايل سنتر,972599395958
ميني ماركت الأمل,972569888443
ميني ماركت البلوي,972597271894
ميني ماركت الرائد,972599579007
ميني ماركت شادي,972507144547
ميني ماركت فراس الطنبوز ,972599386302
ميني ماركت قشوع,972599050532
ميني ماركت قيس ومحمص شحتوت,972597603780
نادي حمادة للانترنت,972599746013
نبع الصفا للعسل,972599826880
نورسين للاطفال,972598205110
نوفوتيه الوسيم,972598347650
نوفوتيه ام علي للملابس,972569034703
نوفوتيه نور,972599430155
نوفوتيه هيثم,972597529072
هدايا هبة,972568626282
هلال للاكسسوارات ولوازم الاتصالات,972597372909
هيدروليك فيصل,972598666654
هيدروليك وائل,972597468966
ورشة الجاموس للف الماتورات,972598122297
يمي كيك,972594051943
Avinuo للالبسة الرجالية,972568100590
CORAL,972599877571
Disney Brands,972598922719
International Cosmetics Store,972598480085
Rand Style للادوات المنزلية,972599640015
Smart Tec Store,972599610470
zeina kids,972598650517
إكس بوكس مروان,972568171088
إكسل للتجارة العامة,972599929503
ألبسة وبرادي كنعان,972598156831
ابداع للفنون,972598123778
ابو السعيد للادوات المنزلية,972592631014
ابو حسنه للمستعمل,972595323369
ابو سعده لبيع اجهزة الحاسوب,972592448485
ابو سعدية للادوات الكهربائية المستعملة,972599435925
ابو شحاده لبيع وصيانة الدراجات الهوائية والكهربائية,972599202710
ابو صفية للادوات الكهربائية المستعملة,972599816798
ابو صليح للتجارة والاستيراد,972599286071
ابو طلال لاعمال الحدادة والديكور,972569677770
احمد لبيع الكرتون الزراعي,972597912516
ازياء اية,972597371272
اسامة للكرميكا,972599610494
استوديو عامر للتصوير,972599747193
اشرف لتجارة الورقيات والاحبار,972597396165
اشرف لفداوي تأجير الدعم والخشب,972599304605
اقرأ للستالايت وكاميرات المراقبة,972599934053
الاء للمنظفات,972599241601
الاخوة للكمبيوتر,972569222582
الاعرج للاطارات والبناشر,972598612733
الامير للاجهزة الكهربائية,972599047577
البلعاوي للمنظفات والكوزماتكس,972599221607
البيت بيتك,972599999865
الجبيهي لمستلزمات التمديدات الكهربائية,972599971527
الجيتاوي لتربية الدواجن,972568057494
الحامد للأجهزة الكهربائية,972569544650
الحداد محمود,972597595228
الحدايدة للخضار والفواكه,972568123279
الخطاط والرسام حميدة,972599351938
الددو لتنجيد المفروشات,972597171514
الدكر مول,972569797673
الرائد للاثاث المستعمل,972598243987
الرياحي للالمنيوم,972599250208
الشرفا لتأجير الكراسي,972598011559
الشلبي لبيع وصيانة الكربورتيرات,972569020297
الشمال للادوات الزراعية,972598133781
الصلاح للمواد التموينية والخضار والفواكه,972599021674
الطويل لتجارة الملابس الجاهزة,972569024307
العميد للالبسه العسكريه,972599558203
العنبتاوي تكنولوجي,972599209115
العوفي للاثاث المستعمل,972595096777
العوفي للادوات المنزلية,972599822754
الغصون للستائر,972599835840
الغول للاراجيل,972569811472
الفاروق لبيع الادوات المستعملة,972599069744
الفحماوي للادوات الكهربائية,972599700671
الفيات للخضار والفواكه,972568500129
القدس لنثريات الالمنيوم,972547800772
الكارم لمواد التنظيف,972598327650
الكترونيات حمزة,972598843950
الكترونيات وكهربائيات ابو المجد,972599338739
اللبدي للاجهزة الكهربائيه والتكييف,972595316445
المتحدة للاكياس الورقية,972598317731
المحبة لاجهزة الكمبيوتر,972597435369
المخلوف للمستعمل,972598641559
المدني للكمبيوتر والحلول التقنية,972599731065
المستشار للمحاسبة والضرائب,972599343322
المعتصم للوازم الخياطة,972598559006
المعرض الصيني,972568700056
المكتب الاستشاري للحلول المحاسبية,972599966000
المنيوم الامل,972599838331
المنيوم محمود صباح,972568624164
المهدي لصيانة المكيفات,972598576857
النعامة للمواد الغذائية,972599235668
النور لتأجير الاخشاب,972598521504
الهنا للمنظفات,972592881248
الوليد للعطور والنثريات,972599544021
امجد للخضار والفواكه,972599640421
انترنت الفحماوي,972595363687
انس للملابس الجاهزة,972568989873
انور صالح لبيع المواد الغذائية,972598525526
ايسر لبيع الزيت والزيتون,972569516877
ايمن للالمنيوم,972568788738
ايهاب قبج للمستعمل,972569752229
باسل لغسيل وكماليات السيارات,972598056334
بدوية للادوات المستعملة,972599010107
برايت للعرايس,972599675782
بركس حسن لتجارة الاغنام والابقار,972597131075
بركس محمد كتانه لتربية وتجارة الاغنام,972569985174
بريك الأمان,972599386418
بسام لبيع الاعلاف,972599970247
بقالة أسد,972599293593
بقالة ابراهيم,972597430771
بقالة ابو تامر,972568175781
بقالة ابو حرب,972599548859
بقالة ابو طارق,972598323209
بقالة ابو عابد,972595155432
بقالة احمد,972599545477
بقالة احمد دبور,972598038253
بقالة اشرف,972598663798
بقالة الاخوة,972599782258
بقالة الاسعد,972569287033
بقالة الاقصى,972598415911
بقالة الامل,972598126308
بقالة الانوار,972599747544
بقالة الجابر للمواد الغذائيه,972568102849
بقالة الجندي,972599966821
بقالة الخليج,972599040681
بقالة الشايب,972599590892
بقالة الشوفاني,972525199529
بقالة الضميري,972552227831
بقالة الطاحونة,972599702358
بقالة الطالب,972599382508
بقالة العوفي,972569554199
بقالة الغانم,972598162696
بقالة الفيات للخضار والفواكه,972569877879
بقالة الفيصل,972592951117
بقالة اللبدي للمواد التموينيه,972522956134
بقالة المربعة,972599090359
بقالة النور,972599224170
بقالة النور,972599757003
بقالة الهناء,972599350319
بقالة اياد الجيوسي,972598456580
بقالة اياد جعارة,972599074728
بقالة ايمن عياط,972599812558
بقالة ايهاب ارشيد,972594070898
بقالة بلال,972598204828
بقالة بلال خندقجي,972597526951
بقالة ثائر,972598305085
بقالة ثابت بكر,972599610526
بقالة جعاعره لبيع المواد الغذائية,972598449851
بقالة جمعة,972595916623
بقالة جميل ابو حمره,972599828096
بقالة جميلة,972597939694
بقالة حسن ابو طلال,972598256156
بقالة حسين جبارة,972598504382
بقالة خالد,972598416848
بقالة خالد للخضار والفواكه,972598117260
بقالة خضر كتانه,972598255392
بقالة رامي مخلص,972599509378
بقالة رشيد مصاروه,972598502393
بقالة ركان,972598762405
بقالة رنا راشد,972568715112
بقالة زهير قعدان,972599207562
بقالة زيد الطاهر,972569119104
بقالة سائد,972599931642
بقالة سجود,972568141399
بقالة سند,972568738045
بقالة شادي رداد,972569550025
بقالة شادي عامر,972592315465
بقالة شرفا,972599714159
بقالة صدوق,972598799461
بقالة طارق عسراوي,972568687159
بقالة طقاطقه,972569951010
بقالة عبد الاله عبد ربه,972598488361
بقالة عبد الغني,972599335686
بقالة عبد الفتاح,972598470405
بقالة عبد الناصر خلف للمواد الغذائية,972598588984
بقالة عدنان ابوزينه,972598416901
بقالة عصام غانم,972599780693
بقالة عصفور,972568788610
بقالة علاء ابو ارشيد,972598041412
بقالة علاء صدوق,972599828133
بقالة عليان,972599677222
بقالة عماد جيوسي,972598574629
بقالة عماد للمواد الغذائيه,972506982904
بقالة عمار,972599395878
بقالة فادي هارشه,972568095615
بقالة فارس هرشة,972568624325
بقالة فلسطين,972595273892
بقالة فنيش,972599812717
بقالة قصي,972594508071
بقالة كفاح للمواد الغذائية,972569353056
بقالة كمال للمواد الغذائية ,972595201126
بقالة ليالينا,972595738143
بقالة مأمون جعار,972595015337
بقالة مازن,972599817249
بقالة محمد بهاء ظاهر,972598235060
بقالة محمد دبور,972599235708
بقالة محمود كمال للمواد الغذائية,972598164310
بقالة معاذ الزبن,972598504509
بقالة نهاد,972598668195
بقالة هاني,972595093902
بقالة هاني,972599312213
بقالة هاني صباح للمواد التموينية والخضار   ,972598309280
بقالة وائل,972599185263
بقالة يوسف ابو لبدة,972599971085
بلياردو وانترنت ماهر,972569188199
بوتيك الطفل الانيق,972597656069
بوتيك العراب للشباب,972599430256
بوتيك انعام,972568307745
بيت المدخن,972568219008
بيت الهدايا,972598309372
بيلسان للالبسه,972597091752
تواصل للشوكولاته,972598964555
جنة للمنتوجات الغذائية,972599293448
جهاد لمواد التنظيف والكوزماتكس,972595778636
جواهر للذهب والمجوهرات,972599126008
حسام للاجهزة الكهرابئية المستعملة,972598547082
حسام للادوات الكهربائية المستعملة,972593800879
حسان لقص الزجاج,972569375905
حلويات ابو سماحة - كنافة على الحطب,972598164477
حلويات الكتانة,972598406223
حلويات وهريسة الزيكو,972595400628
حمد الله للادوات الكهربائية المستعملة,972568255936
حنحن للمواد المواد الغذائية والمجمدات,972599652870
خالد لتجميع وبيع الكمبيوتر,972569550213
دار هناء,972592557040
دفيئات ايمن للخضار,972597139326
دفيئات خالد كتانة للخضار,9725990931495
دفيئات زياد شكري لانتاج الخضار,972599974605
دفيئات محمود نصر الله للزراعة,972598921280
دفيئات ومحميات موسى البدو,972598190011
دكان احمد عقاب ابو عيسى,972599329272
دكان الامان,972598550769
دكان جلال جمعه,972597020427
ديكورات عبد الله جبارة,972594240557
رائد وصفي مصطفى ذياب,972598012300
راتب للمواد التموينيه,972567615607
رافت ابو زهري للاثاث المستعمل,972597528421
راية للاتصالات,972569850574
رايه فاشن,972569293418
رجب للمواد الغذائيه,972599311801
ريتال للشالات,972599935880
زهير رجب لتجارة الاغنام,972569336778
سالم للادوات المستعملة,972568400566
سبورت شادي,972569816773
سبورت لايف Sport life,972592290875
سمارت جروب ليمتد,972595224111
سمير لقطع الكمبيوتر والشاشات المستعملة,972568400202
سوبر ماركت ابو العبد,972599713545
سوبر ماركت ابو عدي,972592471417
سوبر ماركت ابو فراس,972598043482
سوبر ماركت اسيا,972569535763
سوبر ماركت الاحمد,972528351811
سوبر ماركت الامل,972569997164
سوبر ماركت البدر,972598712420
سوبر ماركت الشمال,972592370760
سوبر ماركت العائلة,972599934759
سوبر ماركت الفريد,972599949000
سوبر ماركت حموده,972597553539
سوبر ماركت عنان,972598917012
سوبر ماركت كتاني,972568065408
سوبر ماركت محمد,972599547465
سوبرماركت ابو البراء,972502581178
سوبرماركت الادهم,972599819253
سوبرماركت حاتم,972599474590
سوبرماركت محمود,972569581882
سوبرماركت مشارقة,972595037099
سوبرماركت مطلق,972599071529
سوق يافا للمستعمل,972599897430
شاهر للحداده,972598134200
شركة أكلنا للغذاء الطبيعي,972599256200
شركة الافكار الخضراء لتدوير النفايات,972595505059
شركة البيت المعمور للحج والعمرة,972599207040
شركة الحمزة الصناعية للتجارة والاستثمار,972599208484
شركة الخليج للاستشارات والتدريب,972599678494
شركة الريماس للتسويق الزراعي,972569123410
شركة السواعد الذهبية للبن والمواد الغذائية,972598166545
شركة القمة الدولية لسيدات اعمال العرب,972568096277
شركة الكرماوي للمقاولات والتشطيب,972569678657
شركة الياس للكوزمتكس والعطور,972595111846
شركة بي بوكس للتحف والهدايا,972599971216
شركة درة الانجاز للحج والعمرة,972594777710
شركة نور عبد الله نمبر فايف لبيع وصيانة الحاسوب,972568187935
شركة هارفست للمستلزمات الزراعية,972599203039
صالون Dior للتجميل,972599472905
صالون You First,972592334123
صالون ابو رمزي للرجال,972599220810
صالون ابو فوزي للرجال,972598324247
صالون احمد للحلاقة,972599329613
صالون اسامة للحلاقة,972594087078
صالون الامير,972599963241
صالون الاميرة,972599273293
صالون الاميرة فرح,972569387982
صالون الجمال,972597060087
